rental_id,date,city,bike_type,membership_type,weather,payment_method,gender,age,duration_hours,distance_km,rental_cost,rating,is_weekend,discount_applied
1248,2024-09-04,Bangalore,City,Daily,Cloudy,Cash,Male,24,2.6,19.9,160.46,5,False,False
1249,2024-09-05,Bangalore,Hybrid,Annual,Windy,Card,Male,33,2.1,47.3,779.81,4,True,True
1250,2024-09-06,Pune,Electric,Monthly,Windy,Card,Male,20,7.7,32.8,619.47,3,False,False
1251,2024-09-07,Kolkata,Electric,Weekly,Rainy,Wallet,Male,62,0.6,34.2,775.82,5,True,True
1252,2024-09-08,Mumbai,Hybrid,Daily,Rainy,Cash,Female,20,8.0,32.3,379.81,4,True,True
1253,2024-09-09,Delhi,Mountain,Weekly,Rainy,UPI,Male,44,5.6,11.6,258.78,4,True,True
1254,2024-09-10,Hyderabad,Road,Monthly,Cloudy,Wallet,Other,60,6.7,22.1,648.72,3,False,True
1255,2024-09-11,Chennai,Mountain,Daily,Windy,Wallet,Female,57,2.7,38.0,294.69,2,True,False
1256,2024-09-12,Hyderabad,Mountain,Weekly,Sunny,Wallet,Female,55,0.6,6.9,274.54,5,True,True
1257,2024-09-13,Hyderabad,Mountain,Annual,Cloudy,UPI,Male,50,6.0,15.3,224.38,3,True,False
1258,2024-09-14,Delhi,City,Daily,Sunny,Wallet,Female,45,6.8,15.3,147.26,5,True,False
1259,2024-09-15,Hyderabad,Electric,Weekly,Sunny,UPI,Female,18,6.1,22.7,242.35,5,False,False
1260,2024-09-16,Mumbai,Mountain,Monthly,Cloudy,Wallet,Male,25,1.6,49.1,316.49,5,False,False
1261,2024-09-17,Mumbai,Electric,Monthly,Sunny,UPI,Female,54,6.2,5.2,555.5,4,True,False
1262,2024-09-18,Bangalore,Hybrid,Daily,Windy,Card,Female,49,6.3,26.9,96.92,4,True,False
1263,2024-09-19,Pune,Road,Weekly,Sunny,Card,Male,60,5.4,10.6,207.88,5,False,True
1264,2024-09-20,Kolkata,Hybrid,Daily,Windy,Card,Male,54,6.2,48.6,656.77,3,False,False
1265,2024-09-21,Chennai,Hybrid,Daily,Windy,Card,Male,21,6.8,7.4,160.19,4,False,True
1266,2024-09-22,Hyderabad,City,Weekly,Windy,Card,Male,47,5.1,21.4,306.98,4,True,True
1267,2024-09-23,Hyderabad,Road,Weekly,Rainy,Wallet,Male,23,1.2,37.4,698.49,4,False,True
1268,2024-09-24,Delhi,Hybrid,Annual,Sunny,Wallet,Male,63,4.2,35.8,166.19,4,True,False
1269,2024-09-25,Pune,Hybrid,Weekly,Cloudy,Wallet,Male,36,1.1,22.3,112.05,3,True,True
1270,2024-09-26,Mumbai,Road,Monthly,Cloudy,UPI,Male,49,3.6,18.6,413.4,4,False,False
1271,2024-09-27,Chennai,Road,Daily,Sunny,UPI,Other,26,3.6,21.1,276.81,5,True,True
1272,2024-09-28,Bangalore,Hybrid,Daily,Rainy,UPI,Male,29,1.0,14.7,472.56,3,False,False
1273,2024-09-29,Mumbai,Road,Monthly,Rainy,UPI,Other,28,3.1,11.9,652.85,5,True,True
1274,2024-09-30,Pune,Hybrid,Weekly,Windy,Card,Male,63,1.3,25.2,152.86,4,False,True
1275,2024-10-01,Kolkata,Hybrid,Monthly,Sunny,Card,Male,33,6.6,14.9,485.52,5,True,False
1276,2024-10-02,Bangalore,City,Monthly,Sunny,Card,Male,18,7.6,15.8,429.13,4,True,True
1277,2024-10-03,Kolkata,Mountain,Annual,Cloudy,Cash,Male,62,1.0,33.5,158.06,5,False,False
1278,2024-10-04,Delhi,Hybrid,Monthly,Sunny,Wallet,Male,38,7.7,48.5,518.0,1,False,False
1279,2024-10-05,Delhi,Electric,Daily,Rainy,UPI,Female,47,4.4,31.0,255.23,5,False,True
1280,2024-10-06,Hyderabad,Mountain,Monthly,Sunny,UPI,Male,30,2.7,5.7,415.88,1,False,False
1281,2024-10-07,Kolkata,Mountain,Daily,Cloudy,Card,Female,51,1.1,5.6,111.7,5,True,True
1282,2024-10-08,Pune,Mountain,Daily,Windy,UPI,Female,21,4.3,47.7,394.69,5,False,False
1283,2024-10-09,Chennai,City,Daily,Cloudy,UPI,Male,45,6.5,16.3,279.85,3,False,True
1284,2024-10-10,Bangalore,Hybrid,Weekly,Cloudy,Wallet,Male,55,5.8,6.4,666.79,3,True,False
1285,2024-10-11,Mumbai,City,Annual,Windy,Card,Female,48,0.9,30.8,92.73,5,False,True
1286,2024-10-12,Pune,Hybrid,Daily,Cloudy,Wallet,Male,44,1.0,31.9,363.96,3,False,False
1287,2024-10-13,Pune,City,Daily,Cloudy,Cash,Male,22,3.5,33.1,393.82,5,True,False
1288,2024-10-14,Delhi,City,Weekly,Sunny,Cash,Other,42,2.7,14.8,593.75,2,False,False
1289,2024-10-15,Kolkata,Electric,Daily,Sunny,Cash,Male,20,2.2,2.7,480.72,2,False,False
1290,2024-10-16,Hyderabad,City,Monthly,Windy,Card,Female,50,2.6,48.3,550.41,5,False,False
1291,2024-10-17,Hyderabad,Road,Monthly,Sunny,UPI,Other,21,6.5,14.0,632.79,4,False,False
1292,2024-10-18,Bangalore,Electric,Annual,Sunny,Card,Male,42,7.5,34.4,696.65,5,False,True
1293,2024-10-19,Delhi,City,Daily,Cloudy,Card,Male,37,3.5,35.9,285.41,3,False,True
1294,2024-10-20,Pune,Mountain,Weekly,Rainy,UPI,Male,51,7.3,31.3,453.52,4,True,True
1295,2024-10-21,Chennai,Road,Monthly,Sunny,Wallet,Male,43,2.9,17.0,680.08,4,False,False
1296,2024-10-22,Delhi,Road,Weekly,Rainy,Cash,Male,22,4.1,15.0,792.09,4,True,False
1297,2024-10-23,Bangalore,Road,Weekly,Sunny,Wallet,Female,52,2.2,30.7,717.14,4,True,False
1298,2024-10-24,Bangalore,Electric,Monthly,Sunny,Cash,Male,45,5.3,43.6,328.6,4,True,True
1299,2024-10-25,Delhi,City,Weekly,Windy,Card,Male,46,7.8,47.4,196.37,4,True,False
1300,2024-10-26,Bangalore,City,Monthly,Windy,Cash,Other,26,5.0,7.1,417.04,3,False,True
1301,2024-10-27,Delhi,Mountain,Weekly,Windy,Card,Female,55,3.2,9.4,606.23,5,False,False
1302,2024-10-28,Mumbai,Mountain,Monthly,Rainy,Wallet,Female,23,5.4,47.3,419.43,3,False,False
1303,2024-10-29,Delhi,Road,Daily,Cloudy,Card,Male,36,1.4,37.4,412.39,4,True,False
1304,2024-10-30,Kolkata,Mountain,Annual,Sunny,Wallet,Female,61,7.2,44.4,678.67,3,False,False
1305,2024-10-31,Delhi,Electric,Monthly,Sunny,UPI,Male,28,4.3,11.7,321.05,4,False,False
1306,2024-11-01,Bangalore,City,Monthly,Sunny,UPI,Male,19,3.9,30.2,694.85,5,False,True
1307,2024-11-02,Kolkata,Road,Annual,Rainy,UPI,Male,64,4.9,35.7,355.1,3,True,False
1308,2024-11-03,Bangalore,Mountain,Monthly,Windy,Card,Female,61,5.2,34.6,296.17,2,True,True
1309,2024-11-04,Hyderabad,Electric,Monthly,Cloudy,UPI,Male,61,1.0,21.6,390.49,2,False,False
1310,2024-11-05,Hyderabad,Electric,Weekly,Rainy,Cash,Male,26,5.6,2.7,621.84,4,True,False
1311,2024-11-06,Kolkata,Mountain,Annual,Windy,Wallet,Male,38,2.3,30.0,144.5,5,True,True
1312,2024-11-07,Mumbai,City,Daily,Rainy,Wallet,Male,41,5.9,14.1,197.31,1,False,True
1313,2024-11-08,Hyderabad,Mountain,Monthly,Cloudy,Cash,Female,51,6.7,23.6,763.58,5,True,False
1314,2024-11-09,Delhi,Road,Annual,Windy,Card,Female,39,6.5,48.0,181.62,3,True,False
1315,2024-11-10,Bangalore,Mountain,Weekly,Rainy,Card,Female,20,4.6,21.2,475.8,4,False,False
1316,2024-11-11,Hyderabad,Electric,Daily,Cloudy,Wallet,Male,29,4.4,42.3,484.49,5,True,True
1317,2024-11-12,Hyderabad,Mountain,Annual,Sunny,UPI,Male,45,1.6,11.0,417.22,3,True,True
1318,2024-11-13,Mumbai,City,Daily,Cloudy,Card,Male,47,6.3,34.3,533.56,4,True,False
1319,2024-11-14,Kolkata,Hybrid,Daily,Sunny,Card,Male,43,2.5,48.9,222.37,1,True,False
1320,2024-11-15,Kolkata,Mountain,Daily,Rainy,Cash,Male,38,4.2,6.9,464.5,2,True,True
1321,2024-11-16,Pune,City,Monthly,Windy,Cash,Female,45,2.6,2.4,329.13,3,True,False
1322,2024-11-17,Mumbai,City,Monthly,Windy,UPI,Male,43,1.5,22.8,546.25,1,True,True
1323,2024-11-18,Delhi,Electric,Weekly,Rainy,Card,Male,50,5.2,6.4,155.92,4,True,False
1324,2024-11-19,Kolkata,City,Weekly,Windy,Card,Male,38,0.9,37.9,478.16,4,False,False
1325,2024-11-20,Bangalore,City,Annual,Windy,Cash,Male,52,6.1,45.9,188.95,4,False,False
1326,2024-11-21,Mumbai,City,Weekly,Sunny,Card,Male,51,2.9,22.8,258.98,3,False,False
1327,2024-11-22,Hyderabad,City,Daily,Rainy,Wallet,Other,58,0.5,14.4,214.03,3,False,False
1328,2024-11-23,Bangalore,Road,Daily,Cloudy,Cash,Female,64,4.3,22.9,187.13,4,True,True
1329,2024-11-24,Bangalore,Road,Monthly,Sunny,UPI,Other,35,0.9,36.7,669.28,5,False,True
1330,2024-11-25,Hyderabad,Electric,Daily,Rainy,Cash,Male,28,2.6,2.4,264.28,2,False,False
1331,2024-11-26,Mumbai,Mountain,Annual,Sunny,Card,Male,40,5.8,30.3,745.34,5,True,False
1332,2024-11-27,Hyderabad,City,Daily,Cloudy,UPI,Male,39,1.0,31.4,777.44,4,True,False
1333,2024-11-28,Pune,Mountain,Daily,Cloudy,Cash,Male,34,6.8,32.6,478.45,4,True,False
1334,2024-11-29,Bangalore,Mountain,Annual,Rainy,Wallet,Female,22,0.5,13.6,157.25,4,True,False
1335,2024-11-30,Chennai,Electric,Weekly,Cloudy,Wallet,Male,61,2.4,36.3,330.91,2,True,True
1336,2024-12-01,Chennai,City,Weekly,Sunny,Cash,Male,28,6.1,6.4,648.3,2,False,False
1337,2024-12-02,Delhi,City,Annual,Cloudy,Wallet,Male,47,2.9,11.6,325.54,4,True,False
1338,2024-12-03,Kolkata,Hybrid,Monthly,Sunny,Wallet,Male,32,1.3,44.1,115.26,3,False,False
1339,2024-12-04,Hyderabad,Mountain,Daily,Sunny,Wallet,Female,44,3.2,37.5,467.59,5,False,False
1340,2024-12-05,Hyderabad,Mountain,Annual,Cloudy,UPI,Male,52,2.5,2.7,683.84,4,True,True
1341,2024-12-06,Delhi,Road,Daily,Rainy,Wallet,Male,50,6.8,13.9,646.94,2,False,False
1342,2024-12-07,Delhi,Hybrid,Monthly,Windy,Wallet,Male,37,2.9,12.3,181.34,5,False,False
1343,2024-12-08,Delhi,Road,Daily,Cloudy,Wallet,Male,33,6.4,15.0,554.57,3,True,False
1344,2024-12-09,Bangalore,Road,Annual,Sunny,UPI,Female,51,7.2,13.9,215.38,4,False,True
1345,2024-12-10,Pune,Road,Daily,Sunny,Cash,Female,19,3.8,5.0,213.66,4,False,True
1346,2024-12-11,Hyderabad,Electric,Weekly,Cloudy,Card,Other,52,7.3,24.0,705.55,5,False,True
1347,2024-12-12,Bangalore,Electric,Monthly,Rainy,Wallet,Female,57,3.3,37.2,237.25,5,True,True
1348,2024-12-13,Delhi,Road,Monthly,Rainy,Cash,Male,45,7.7,31.1,247.44,4,True,False
1349,2024-12-14,Hyderabad,Hybrid,Monthly,Sunny,Wallet,Female,64,1.2,34.3,50.49,4,True,False
1350,2024-12-15,Bangalore,Mountain,Annual,Sunny,UPI,Male,56,5.7,5.9,703.0,5,False,False
1351,2024-12-16,Pune,Hybrid,Monthly,Rainy,Cash,Male,23,4.2,47.7,644.45,3,True,False
1352,2024-12-17,Bangalore,City,Weekly,Windy,UPI,Female,26,3.4,42.2,520.5,1,False,False
1353,2024-12-18,Pune,Electric,Annual,Cloudy,Wallet,Male,37,5.2,40.6,612.7,3,True,True
1354,2024-12-19,Delhi,Mountain,Weekly,Sunny,Wallet,Female,18,5.8,41.5,164.04,3,False,False
1355,2024-12-20,Pune,Mountain,Daily,Sunny,UPI,Male,25,0.5,46.8,393.74,4,True,False
1356,2024-12-21,Hyderabad,City,Daily,Rainy,Card,Female,40,1.8,28.1,313.41,4,True,True
1357,2024-12-22,Delhi,City,Daily,Cloudy,UPI,Female,20,5.8,11.6,120.33,4,False,True
1358,2024-12-23,Hyderabad,Road,Daily,Rainy,Wallet,Female,21,5.5,31.6,414.6,1,True,False
1359,2024-12-24,Chennai,Electric,Weekly,Cloudy,UPI,Female,42,7.7,37.7,740.55,5,False,False
1360,2024-12-25,Mumbai,Electric,Annual,Cloudy,Card,Female,64,6.2,37.4,80.04,3,True,False
1361,2024-12-26,Pune,Hybrid,Annual,Cloudy,UPI,Male,55,7.6,27.0,268.6,4,True,True
1362,2024-12-27,Mumbai,Road,Monthly,Sunny,Card,Male,32,5.8,5.3,205.66,4,False,False
1363,2024-12-28,Mumbai,Road,Weekly,Windy,Card,Male,38,2.7,19.8,228.61,3,False,False
1364,2024-12-29,Pune,Road,Daily,Rainy,UPI,Female,52,1.3,46.2,731.33,2,False,True
1365,2024-12-30,Delhi,Road,Weekly,Windy,UPI,Male,63,6.4,30.1,401.05,2,True,False
1366,2024-12-31,Chennai,Electric,Monthly,Rainy,Cash,Female,31,5.3,27.8,399.72,5,False,True
1367,2025-01-01,Hyderabad,Electric,Monthly,Cloudy,Wallet,Male,53,0.9,14.9,620.43,5,True,False
1368,2025-01-02,Bangalore,Road,Weekly,Sunny,Card,Male,29,3.2,19.7,165.87,4,False,True
1369,2025-01-03,Hyderabad,Hybrid,Weekly,Windy,Cash,Female,34,7.7,45.0,415.45,2,False,True
1370,2025-01-04,Bangalore,Mountain,Weekly,Sunny,UPI,Male,56,4.3,34.0,372.49,4,False,True
1371,2025-01-05,Hyderabad,Mountain,Annual,Rainy,Wallet,Male,26,3.7,39.8,497.68,5,False,True
1372,2025-01-06,Pune,Hybrid,Daily,Sunny,Cash,Male,52,3.9,23.8,799.67,5,False,False
1373,2025-01-07,Chennai,Road,Weekly,Sunny,Card,Other,30,2.1,32.3,627.09,2,False,True
1374,2025-01-08,Bangalore,Electric,Weekly,Windy,Cash,Female,32,3.3,13.9,348.4,1,True,False
1375,2025-01-09,Kolkata,Mountain,Weekly,Cloudy,Card,Male,35,3.3,35.9,670.66,5,False,True
1376,2025-01-10,Delhi,City,Monthly,Sunny,UPI,Male,50,0.9,22.5,178.03,4,True,False
1377,2025-01-11,Hyderabad,City,Monthly,Cloudy,Wallet,Male,23,6.3,23.2,72.85,3,False,False
1378,2025-01-12,Hyderabad,Hybrid,Annual,Rainy,Wallet,Female,44,3.6,33.2,203.34,1,False,True
1379,2025-01-13,Bangalore,Road,Daily,Sunny,Wallet,Female,40,6.7,46.9,305.31,4,False,False
1380,2025-01-14,Delhi,Mountain,Annual,Windy,UPI,Male,44,6.9,5.1,432.94,5,True,True
1381,2025-01-15,Delhi,Road,Daily,Rainy,Card,Male,51,2.1,41.6,511.35,5,True,False
1382,2025-01-16,Pune,Mountain,Monthly,Rainy,UPI,Male,63,5.4,16.0,732.95,4,False,False
1383,2025-01-17,Kolkata,Hybrid,Monthly,Windy,Wallet,Female,55,4.0,23.3,432.39,4,True,False
1384,2025-01-18,Pune,Hybrid,Monthly,Sunny,UPI,Female,31,7.1,3.1,425.96,2,False,False
1385,2025-01-19,Pune,City,Annual,Sunny,UPI,Male,53,2.1,16.5,87.68,4,False,False
1386,2025-01-20,Pune,Road,Weekly,Rainy,UPI,Male,25,5.6,26.1,76.18,4,True,True
1387,2025-01-21,Pune,City,Weekly,Sunny,Card,Male,52,5.1,4.7,463.37,4,True,True
1388,2025-01-22,Pune,Road,Monthly,Cloudy,Cash,Other,36,2.7,25.6,378.63,4,True,False
1389,2025-01-23,Chennai,City,Weekly,Windy,Cash,Male,47,1.5,46.5,679.39,3,True,False
1390,2025-01-24,Delhi,Electric,Weekly,Cloudy,UPI,Female,31,5.4,7.1,170.51,2,False,False
1391,2025-01-25,Pune,Electric,Annual,Sunny,Cash,Female,37,6.0,38.7,68.73,3,True,False
1392,2025-01-26,Delhi,Electric,Daily,Rainy,Cash,Male,42,2.9,21.7,386.78,2,True,False
1393,2025-01-27,Delhi,Electric,Monthly,Windy,UPI,Male,57,5.3,33.4,228.11,3,False,False
1394,2025-01-28,Mumbai,Mountain,Monthly,Sunny,UPI,Male,41,3.5,14.5,87.21,5,True,False
1395,2025-01-29,Chennai,Electric,Annual,Sunny,Wallet,Female,31,5.8,9.7,593.45,4,True,False
1396,2025-01-30,Pune,Hybrid,Annual,Rainy,Cash,Female,43,2.0,9.7,133.69,4,True,False
1397,2025-01-31,Hyderabad,Hybrid,Weekly,Rainy,Card,Female,55,7.2,5.4,506.24,5,True,True
1398,2025-02-01,Bangalore,Mountain,Monthly,Cloudy,UPI,Male,40,2.7,10.9,260.79,5,False,True
1399,2025-02-02,Kolkata,Electric,Daily,Windy,Wallet,Male,39,3.3,33.9,180.12,4,False,False
1400,2025-02-03,Hyderabad,Electric,Annual,Windy,Card,Other,36,0.9,44.3,334.81,5,True,True
1401,2025-02-04,Chennai,Electric,Daily,Rainy,Cash,Female,63,1.3,41.1,651.08,3,True,False
1402,2025-02-05,Bangalore,City,Daily,Cloudy,Wallet,Male,20,4.4,34.9,344.07,3,False,False
1403,2025-02-06,Chennai,Road,Monthly,Windy,UPI,Other,59,2.5,7.3,613.08,4,True,False
1404,2025-02-07,Delhi,City,Monthly,Rainy,Card,Female,36,6.8,15.9,144.11,4,True,False
1405,2025-02-08,Bangalore,Road,Annual,Sunny,UPI,Female,26,0.6,16.9,629.58,4,True,False
1406,2025-02-09,Delhi,Electric,Monthly,Windy,Cash,Female,45,3.3,14.0,227.7,3,True,False
1407,2025-02-10,Hyderabad,Electric,Monthly,Cloudy,Card,Female,37,3.0,26.7,558.04,2,True,False
1408,2025-02-11,Hyderabad,City,Monthly,Cloudy,Cash,Female,62,0.6,27.7,474.34,4,True,False
1409,2025-02-12,Bangalore,City,Daily,Cloudy,Cash,Male,24,1.4,19.1,746.86,2,True,False
1410,2025-02-13,Bangalore,Road,Annual,Sunny,Wallet,Male,31,3.6,19.0,340.49,4,True,False
1411,2025-02-14,Pune,Hybrid,Weekly,Windy,UPI,Female,26,4.2,41.8,99.62,4,True,False
1412,2025-02-15,Chennai,Road,Daily,Windy,Card,Male,36,3.5,39.9,64.37,5,False,False
1413,2025-02-16,Pune,City,Monthly,Sunny,Cash,Male,64,4.5,16.8,670.14,5,False,False
1414,2025-02-17,Chennai,City,Daily,Windy,Cash,Male,31,5.0,45.9,443.55,5,False,False
1415,2025-02-18,Pune,Mountain,Monthly,Sunny,Card,Male,55,0.6,47.7,631.43,4,True,False
1416,2025-02-19,Delhi,City,Monthly,Sunny,Cash,Female,53,4.0,17.7,225.82,5,True,False
1417,2025-02-20,Bangalore,Mountain,Daily,Sunny,Wallet,Female,57,7.7,19.0,308.81,4,False,False
1418,2025-02-21,Hyderabad,Hybrid,Annual,Cloudy,Wallet,Male,34,4.4,26.3,72.58,3,True,False
1419,2025-02-22,Chennai,Road,Monthly,Windy,Wallet,Male,47,5.6,47.2,771.12,1,False,False
1420,2025-02-23,Chennai,Road,Annual,Sunny,Wallet,Male,26,2.8,44.1,550.9,3,True,False
1421,2025-02-24,Hyderabad,Mountain,Weekly,Windy,Cash,Female,50,6.3,6.9,749.9,4,False,False
1422,2025-02-25,Pune,Road,Monthly,Cloudy,Card,Female,42,6.3,20.9,249.12,4,False,False
1423,2025-02-26,Chennai,City,Annual,Sunny,Card,Male,31,4.4,28.6,508.6,5,False,False
1424,2025-02-27,Kolkata,Electric,Annual,Rainy,Card,Female,28,7.8,26.2,558.87,3,True,True
1425,2025-02-28,Delhi,Mountain,Weekly,Cloudy,Card,Female,52,1.4,11.3,288.16,2,False,False
1426,2025-03-01,Bangalore,Road,Annual,Rainy,UPI,Female,58,0.6,43.2,686.08,5,True,False
1427,2025-03-02,Hyderabad,Mountain,Annual,Windy,Card,Female,31,6.3,34.5,760.37,2,True,False
1428,2025-03-03,Bangalore,Mountain,Weekly,Windy,UPI,Male,47,6.6,42.2,713.64,4,True,False
1429,2025-03-04,Kolkata,Electric,Monthly,Cloudy,UPI,Female,58,1.4,43.2,604.3,4,True,False
1430,2025-03-05,Chennai,City,Annual,Windy,Wallet,Male,21,2.5,37.9,258.1,4,True,False
1431,2025-03-06,Chennai,Mountain,Annual,Rainy,UPI,Female,21,0.6,23.1,261.21,2,True,True
1432,2025-03-07,Kolkata,Road,Annual,Sunny,Cash,Female,45,2.7,31.3,772.52,2,True,False
1433,2025-03-08,Hyderabad,Hybrid,Daily,Sunny,UPI,Female,25,6.3,9.7,57.71,2,False,False
1434,2025-03-09,Delhi,Mountain,Weekly,Sunny,Wallet,Female,19,4.4,34.3,587.04,4,False,True
1435,2025-03-10,Mumbai,Mountain,Daily,Cloudy,UPI,Male,58,3.1,10.6,579.68,4,False,True
1436,2025-03-11,Hyderabad,Electric,Weekly,Windy,Cash,Male,63,3.3,35.3,517.02,3,True,False
1437,2025-03-12,Mumbai,City,Monthly,Rainy,Cash,Other,39,0.5,13.0,792.58,4,True,False
1438,2025-03-13,Kolkata,Hybrid,Monthly,Windy,Cash,Female,58,2.7,7.6,283.91,5,True,True
1439,2025-03-14,Pune,Road,Annual,Windy,Wallet,Male,33,5.3,9.9,304.98,1,True,False
1440,2025-03-15,Mumbai,Hybrid,Weekly,Windy,Wallet,Male,46,7.8,2.1,109.2,4,False,False
1441,2025-03-16,Delhi,Road,Monthly,Sunny,Card,Male,47,6.9,36.5,382.1,4,True,False
1442,2025-03-17,Pune,City,Weekly,Rainy,Wallet,Female,29,0.7,37.2,245.79,3,False,False
1443,2025-03-18,Mumbai,Road,Monthly,Rainy,Cash,Female,52,7.2,26.7,307.54,3,True,False
1444,2025-03-19,Kolkata,Electric,Daily,Windy,Cash,Male,28,6.4,9.7,675.93,4,False,False
1445,2025-03-20,Pune,Electric,Monthly,Sunny,Wallet,Male,63,6.4,6.0,751.61,5,True,False
1446,2025-03-21,Kolkata,Electric,Daily,Sunny,UPI,Female,38,3.9,2.9,189.3,5,False,False
1447,2025-03-22,Mumbai,Electric,Monthly,Rainy,Wallet,Female,38,3.5,10.0,329.38,4,True,True
1448,2025-03-23,Kolkata,Hybrid,Annual,Sunny,Wallet,Male,22,2.8,44.8,746.47,5,False,False
1449,2025-03-24,Delhi,City,Daily,Sunny,Cash,Female,37,1.0,13.6,96.36,4,True,True
1450,2025-03-25,Mumbai,Road,Monthly,Sunny,Card,Male,54,2.2,19.0,119.27,4,False,True
1451,2025-03-26,Mumbai,Road,Annual,Cloudy,Cash,Male,20,2.3,7.1,172.09,4,False,True
1452,2025-03-27,Mumbai,Electric,Daily,Windy,Card,Female,61,4.1,12.7,496.41,3,True,True
1453,2025-03-28,Hyderabad,Electric,Annual,Rainy,Cash,Female,50,6.1,26.9,162.85,5,False,False
1454,2025-03-29,Hyderabad,Mountain,Weekly,Rainy,Wallet,Female,26,4.1,31.2,776.06,4,True,True
1455,2025-03-30,Hyderabad,City,Weekly,Cloudy,Cash,Female,26,0.9,13.8,385.04,4,True,False
1456,2025-03-31,Delhi,Hybrid,Daily,Windy,Cash,Female,21,7.7,4.8,426.14,5,True,False
1457,2025-04-01,Pune,Road,Monthly,Rainy,Cash,Male,52,7.6,20.8,234.99,1,False,False
1458,2025-04-02,Kolkata,Mountain,Daily,Sunny,Wallet,Male,34,6.4,13.2,403.22,3,False,True
1459,2025-04-03,Chennai,Mountain,Annual,Rainy,Wallet,Male,51,7.9,12.5,546.44,2,True,False
1460,2025-04-04,Mumbai,Road,Monthly,Sunny,Wallet,Male,41,4.6,48.1,613.38,5,True,False
1461,2025-04-05,Kolkata,Hybrid,Weekly,Cloudy,Wallet,Female,49,7.7,31.6,615.4,5,False,False
1462,2025-04-06,Mumbai,Mountain,Monthly,Sunny,Card,Other,18,1.1,28.7,483.42,3,False,False
1463,2025-04-07,Delhi,Mountain,Weekly,Rainy,Card,Male,25,3.2,22.0,728.27,4,False,False
1464,2025-04-08,Mumbai,City,Monthly,Rainy,UPI,Male,62,2.2,22.6,663.06,4,True,False
1465,2025-04-09,Hyderabad,Hybrid,Monthly,Rainy,Wallet,Female,40,2.0,28.0,617.79,5,True,False
1466,2025-04-10,Chennai,Mountain,Monthly,Cloudy,Card,Male,64,1.6,35.4,91.7,4,True,False
1467,2025-04-11,Bangalore,Hybrid,Annual,Cloudy,Cash,Female,57,5.2,35.7,55.16,4,True,True
1468,2025-04-12,Mumbai,Road,Annual,Windy,Wallet,Female,29,6.4,10.2,209.34,5,True,False
1469,2025-04-13,Kolkata,Electric,Daily,Rainy,UPI,Female,29,4.8,26.0,547.64,3,False,True
1470,2025-04-14,Hyderabad,Mountain,Daily,Sunny,UPI,Male,63,1.6,21.8,358.4,2,True,False
1471,2025-04-15,Bangalore,City,Weekly,Cloudy,UPI,Male,64,6.6,43.8,351.8,4,False,False
1472,2025-04-16,Chennai,Road,Annual,Rainy,Cash,Female,32,5.3,32.3,713.44,5,False,False
1473,2025-04-17,Bangalore,Hybrid,Weekly,Rainy,Card,Female,58,3.4,27.6,721.67,4,True,False
1474,2025-04-18,Hyderabad,Road,Daily,Cloudy,Cash,Male,36,5.6,7.5,731.88,2,False,False
1475,2025-04-19,Pune,Mountain,Weekly,Windy,Wallet,Female,43,2.4,31.1,285.41,3,True,False
1476,2025-04-20,Pune,Hybrid,Daily,Cloudy,UPI,Male,46,3.1,7.6,568.29,4,False,False
1477,2025-04-21,Bangalore,Electric,Annual,Cloudy,Cash,Female,39,7.4,18.2,253.72,3,True,False
1478,2025-04-22,Delhi,Road,Monthly,Sunny,Cash,Male,57,2.7,8.9,192.96,4,True,True
1479,2025-04-23,Kolkata,Mountain,Annual,Sunny,Card,Other,38,4.0,35.2,188.47,5,False,False
1480,2025-04-24,Kolkata,City,Weekly,Windy,Card,Male,55,7.2,11.9,306.58,4,True,False
1481,2025-04-25,Bangalore,Hybrid,Weekly,Rainy,UPI,Male,37,5.8,20.8,372.47,4,False,True
1482,2025-04-26,Mumbai,Road,Annual,Cloudy,Cash,Male,46,1.0,45.0,673.21,4,True,False
1483,2025-04-27,Mumbai,Road,Annual,Windy,Cash,Male,21,1.6,11.8,139.92,2,True,True
1484,2025-04-28,Kolkata,Electric,Daily,Sunny,Card,Female,24,0.6,26.4,601.19,5,True,False
1485,2025-04-29,Kolkata,Electric,Weekly,Cloudy,Cash,Other,45,5.2,22.1,448.59,4,False,False
1486,2025-04-30,Pune,City,Weekly,Rainy,Cash,Male,45,3.9,2.9,265.96,4,False,False
1487,2025-05-01,Delhi,City,Annual,Sunny,Cash,Male,21,1.5,40.1,419.61,4,True,True
1488,2025-05-02,Hyderabad,Mountain,Monthly,Sunny,Card,Female,39,7.7,5.3,274.96,4,False,True
1489,2025-05-03,Mumbai,Mountain,Weekly,Sunny,UPI,Female,29,4.5,24.8,497.06,4,True,True
1490,2025-05-04,Kolkata,City,Monthly,Windy,Wallet,Female,62,2.3,28.9,375.38,2,False,False
1491,2025-05-05,Pune,City,Annual,Rainy,UPI,Male,20,4.3,32.2,173.3,5,False,False
1492,2025-05-06,Chennai,Hybrid,Annual,Cloudy,Wallet,Male,39,5.6,35.1,137.44,5,True,False
1493,2025-05-07,Pune,Electric,Daily,Windy,Cash,Female,61,1.1,14.2,460.02,4,True,False
1494,2025-05-08,Mumbai,Mountain,Weekly,Windy,UPI,Male,19,2.6,2.5,726.81,5,True,False
1495,2025-05-09,Mumbai,Electric,Monthly,Windy,Wallet,Female,41,6.6,36.7,307.97,3,True,False
